review_uid,accesibilidad,alojamiento,atencion_servicio,atractivos,costos,gastronomia,limpieza,seguridad,destination,pool,stars,text_clean
gm_10339527cde89460,neutro,neutro,neutro,positivo,neutro,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,"Wonderfull and beautifull ruins from the old inkas. One of the world wonders. If you go to Perú you have to visit Machu Picchu, it´s a must. You can drive up with the bus or hike on a trail next to the street. From Cusco you can come with bus or/and train. On sunny days you can see very far to all mountains and you can see the hole ruins. It looks absolutly fantastic and with a tour guide you will get a lot of really interesting informations not only about Macchu Picchu. You need a ticket to enter it. For the best plan a hole day or sleep in a hotel on the foot of the mountain."
gm_10642031a2fd734b,ausente,ausente,positivo,neutro,positivo,ausente,positivo,ausente,Santuario Histórico de Machu Picchu,B_minado,3,"Machu Picchu Is undoubtedly one of the most incredible places we've ever been too, helped by good weather and a quieter day with fewer people. However, there's a few things though that could be done to improve the experience, particularly given the hefty price tag attached to the visit. - There is zero information around the site about it's history or design. When visiting one of the wonders of the world it seems insane that zero information is provided to let people learn more about the sites rich past. I presume this is to encourage the use of guides, but regardless a small number of boards, even just indicating what certain spaces are or what they were used for, should be a minimum. - Toilets should be free. Given the amount it costs, there is no excuse for charging for the toilets at the top of the hill. If required, get people to show their tickets before being able to use the bathroom, but to outright charge is just a desperate attempt to squeeze you for a couple more dollars"
gm_10cdd384d47adf29,ausente,ausente,ausente,negativo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,"Muy bueno, vale la pena recorrerlo, esta a 2 horas de Lima, en Lurin, es bastante grande, me demoré 3 horas en recorrerlo. Se aprende bastante."
gm_10eeea8d20ebabc6,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,We went for the show and it was pretty good. It's not a typical show like at Bellagio in LV. This is mainly a movie projected onto a screen of mist. But it was done well. And it sounded amazing.
gm_116716ee13b9f01d,ausente,ausente,ausente,positivo,ausente,ausente,ausente,positivo,Líneas y Geoglifos de Nasca y Palpa,A_representativo,4,"Watching the Nazca Lines from the skies is a one in a lifetime opportunity. There are so many lines that the tours have chosen to show only the most impressive ones. Despite numerous theories, so far no one has been able to understand why these lines were marked on the soil as they are only perceptible from the sky. The lines were amazing to see, the flight less enjoyable as it was tourning a lot. Three out of five passagers got sick... I also wished that the flight was conducted a bit closer to the ground to improve visibility of the lines. It's probably a safety measure though."
gm_1205540ac746ba16,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,B_minado,5,Un paseo promocional inolvidable. Despues de mas de curenticinco años nos hemos vuelto a encontrar. Bromas para aca y para alla. Risas abrazos de nunca acabar. Apodos y algo mas. Pero siempre el respeto con todos incluyendo el Rector de la Unuiversidad Nacional de Trujillo que forma parte de nuestra Promocion. Compatir los agradables potajes. Chacotas interminables. Abrazos de despedida con la esperanza de volver a encontrarnos por este mismo mes del proximo año. Un hasta pronto con la misma alegria de nuestro encuentro. 8 de febrero 2020. Guillermo Angeludis Gallardo.
gm_12294e5f754b272f,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Muy lindo todo, me toco dia de lluvia y lindo igual, cascada de 40m, esto lo hice a traves de una empresa de tour ""kuri tour"""
gm_122ac954b12b55df,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,"Great place to walk around and learn about Incan history, I also found a random herd of llamas, not sure if they are permanent feature."
gm_128dcbfb85a211f4,ausente,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,B_minado,4,"Están atendiendo por turnos, debido a la pandemia con protocolos y todo como debe ser una pero por ello si quieres disfrutar sin tener que esperar es mejor ir desde temprano y días de semana porque sino tendrás que esperar por turnos. Por otro lado, es hermoso el panorama y las aguas son heladitas. Un lugar bastante recomendado para turistear."
gm_12a43c33656c4fd4,positivo,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Circuito Mágico del Agua,B_minado,2,"Underwhelming light show, it is cheap to enter but if you combine the price of the taxi I had to pay from Miraflores and back I wouldn't say it's worth it"
gm_12ac99e48cb21092,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,Hermoso lugar donde se puede apreciar un bello paisaje y que más que dentro de nuestro país.
gm_12c81cd75066683f,positivo,ausente,ausente,ausente,neutro,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"El lugar 10/10, hay espacio para estacionar, la entrada cuesta 10 soles (6soles si eres del pueblo) el agua es un poco fría pero muy buena, de la pista a la poza serán 5minutos aproximadamente de caminata (son escalones)"
gm_12d57e7f491b220f,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,5,"Es muy espectacular, un lugar que todo peruano debe visitar para sentirse orgulloso de su país."
gm_134690c5319d4361,negativo,ausente,ausente,negativo,negativo,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,3,"Unfortunately, our experience visiting Machu Picchu did not meet our expectations. First, one must take a train to get there. The ticket prices are quite high, yet the trains are old and unreliable. Our departure was delayed by an hour because the train broke down en route. The train stations are small and cannot accommodate the number of people waiting, forcing many to sit on the floor or stand until boarding. Moreover, the overpriced buses that take you to the Machu Picchu entrance are also outdated and in desperate need of replacement. My seat was broken, making it impossible to lean back comfortably. The greatest disappointment, however, was Machu Picchu itself. It was difficult to obtain Circus 2 tickets to enter the ancient city. Once we arrived, we found that many important and interesting sites were closed to visitors, a fact that was not disclosed when we paid the full price. Overall, it was a disappointing experience. I wonder where all the money goes, as conditions appear to worsen each year."
gm_1375bbbac5654ca0,ausente,ausente,positivo,positivo,positivo,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,"Precioso lugar con muchas cosas que ver y visitar. Rutas para andar tranquilo, ir en bicicleta o treking, lo que a cada uno le guste. Maravilloso. La gente en los pueblos muy amable ."
gm_14985f1e6511c5f5,ausente,positivo,ausente,positivo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,B_minado,3,This park is really great place to take kids and they'll enjoy their time. although it's just 1hour that we could stay in the park we had a great time.
gm_14a1939d962d52f1,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,Una playa maravillosa ... Para bañarse super mansa y limpia ...para los niños es fantástica ..
gm_14ab553020d7519d,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,Hermosos paisajes para hacer trekking rodeado de montañas con picos nevados y lagunas turquesas
gm_15056fdcfd436e60,ausente,ausente,negativo,negativo,negativo,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,1,"I’m giving a 1-star review for the absolutely terrible new ticketing system. Forcing visitors to see only one tiny section of Machu Picchu is a horrendous idea, and if other world wonders followed this model, world tourism would collapse. My experience was a complete disaster. I originally had a ticket for Circuit No. 2 and wanted to go to the top, but my official tour guide insisted the top was part of Circuit No. 1. So I purchased an additional ticket for Circuit No. 1 just to make sure I could see everything. Then, when I tried to go up, the staff told me that what I wanted to see was not Ticket No. 1 but it was actually Circuit No. 2, and because my original Circuit No. 2 ticket had been valid in the morning, it was now “expired”. So despite buying different tickets, they still refused to let me see the top of circuit 2 from Machu Picchu. Their only response was to tell me to complain to my tour guide, which is absolutely useless and does nothing to fix the fact that I ended up out of one important part I came to see. What makes this even worse is their complete lack of empathy. They don’t understand, or probably don’t care, that people wait months or even years to visit Machu Picchu, and for many it’s a once-in-a-lifetime experience. If someone has a VALID ticket, even if it expired, DURING LOW SEASONS, a few hours earlier due to confusing instructions, the staff should show some humanity and let them in. There is absolutely no reason to be so strict. It was even late afternoon and there wasn't any crowd at all. Instead, the rangers and gate agents were rude, unhelpful, inflexible, and completely indifferent. They just recite the same memorized line ""your ticket expired"" and refuse to help in any real way. Honestly, AI robots would do a far better job than the staff currently working there. I had heard many complaints about Machu Picchu, but now I've experienced this myself. Hope this review helps someone"
gm_1539b4f824f00566,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,Surprise package of the city. Amazing fountains. Great to go with family and kids. Take shorts and prepare to get wet. Fantastic !!
gm_1599be92cb810613,positivo,ausente,ausente,positivo,positivo,neutro,ausente,ausente,Circuito Mágico del Agua,B_minado,5,"Highly recommend this beautiful park with “magical” fountains. Impressed by the quality of the park with such an affordable entrance fee. Kids loved the little amusement park with bouncy house slides, bungee-jumping trampoline and little boats. We enjoyed the laser light show projected on the main fountain. Very meager food choices so be prepared."
gm_159bee93f71da7ef,positivo,ausente,positivo,positivo,negativo,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,4,"I really enjoyed walking around these ruins. It had a great view of Cusco too. We originally were going to walk up to the ruins from Cusco but glad we didn't as it was very uphill. I wish we would've known about the local bus instead of taking a more expensive taxi that stops at Saqsaywaman and goes all the way to Tambomachay for 1 soles. Also note you cannot pay for just Saqsaywaman, you have to buy either a pass for 4 ruins for 70 soles or the big one for 150 soles. The other 3 ruins are past Saqsaywaman and in my opinion weren't really that great, but worth it if you catch the local bus for 1 soles since they're included in the 70 soles pass. We spent 2-3 hours at Saqsaywaman without a guide and the other ruins probably 2 hours with transportation so it makes for a nice day."
